ScDsagR_148_HRSCAF_195	remanei_genome_00020083
V	remanei_genome_00001089
V	remanei_genome_00001090
V	remanei_genome_00001093
V	remanei_genome_00001095
V	remanei_genome_00001098
V	remanei_genome_00001099
V	remanei_genome_00001104
V	remanei_genome_00001106
V	remanei_genome_00001108
V	remanei_genome_00001109
V	remanei_genome_00001110
V	remanei_genome_00001111
V	remanei_genome_00001113
V	remanei_genome_00001115
V	remanei_genome_00001116
V	remanei_genome_00001122
V	remanei_genome_00001112
V	remanei_genome_00001114
V	remanei_genome_00001117
V	remanei_genome_00001118
V	remanei_genome_00001119
V	remanei_genome_00001120
V	remanei_genome_00001121
V	remanei_genome_00001123
V	remanei_genome_00001124
V	remanei_genome_00001130
V	remanei_genome_00001131
V	remanei_genome_00001134
V	remanei_genome_00001135
V	remanei_genome_00001142
V	remanei_genome_00001143
V	remanei_genome_00001125
V	remanei_genome_00001126
V	remanei_genome_00001127
V	remanei_genome_00001128
V	remanei_genome_00001129
V	remanei_genome_00001132
V	remanei_genome_00001133
V	remanei_genome_00001136
V	remanei_genome_00001137
V	remanei_genome_00001138
V	remanei_genome_00001139
V	remanei_genome_00001140
V	remanei_genome_00001141
V	remanei_genome_00001146
V	remanei_genome_00001147
V	remanei_genome_00001151
V	remanei_genome_00001152
V	remanei_genome_00001156
V	remanei_genome_00001157
V	remanei_genome_00001159
V	remanei_genome_00001160
V	remanei_genome_00001144
V	remanei_genome_00001145
V	remanei_genome_00001148
V	remanei_genome_00001149
V	remanei_genome_00001150
V	remanei_genome_00001153
V	remanei_genome_00001154
V	remanei_genome_00001155
V	remanei_genome_00001158
V	remanei_genome_00001161
V	remanei_genome_00001162
V	remanei_genome_00001163
V	remanei_genome_00001172
V	remanei_genome_00001175
V	remanei_genome_00001176
V	remanei_genome_00001182
V	remanei_genome_00001184
V	remanei_genome_00001185
V	remanei_genome_00001187
V	remanei_genome_00001164
V	remanei_genome_00001166
V	remanei_genome_00001167
V	remanei_genome_00001168
V	remanei_genome_00001169
V	remanei_genome_00001170
V	remanei_genome_00001171
V	remanei_genome_00001173
V	remanei_genome_00001174
V	remanei_genome_00001177
V	remanei_genome_00001178
V	remanei_genome_00001179
V	remanei_genome_00001180
V	remanei_genome_00001181
V	remanei_genome_00001183
V	remanei_genome_00001165
V	remanei_genome_00001189
V	remanei_genome_00001190
V	remanei_genome_00001193
V	remanei_genome_00001194
V	remanei_genome_00001196
V	remanei_genome_00001198
V	remanei_genome_00001199
V	remanei_genome_00001200
V	remanei_genome_00001186
V	remanei_genome_00001188
V	remanei_genome_00001191
V	remanei_genome_00001192
V	remanei_genome_00001195
V	remanei_genome_00001197
V	remanei_genome_00001201
V	remanei_genome_00001206
V	remanei_genome_00001208
V	remanei_genome_00001212
V	remanei_genome_00001213
V	remanei_genome_00001214
V	remanei_genome_00001216
V	remanei_genome_00001219
V	remanei_genome_00001202
V	remanei_genome_00001203
V	remanei_genome_00001204
V	remanei_genome_00001205
V	remanei_genome_00001207
V	remanei_genome_00001209
V	remanei_genome_00001210
V	remanei_genome_00001211
V	remanei_genome_00001215
V	remanei_genome_00001217
V	remanei_genome_00001218
V	remanei_genome_00001221
V	remanei_genome_00001222
V	remanei_genome_00001224
V	remanei_genome_00001226
V	remanei_genome_00001228
V	remanei_genome_00001230
V	remanei_genome_00001232
V	remanei_genome_00001233
V	remanei_genome_00001234
V	remanei_genome_00001235
V	remanei_genome_00001236
V	remanei_genome_00001240
V	remanei_genome_00001241
V	remanei_genome_00001242
V	remanei_genome_00001220
V	remanei_genome_00001223
V	remanei_genome_00001225
V	remanei_genome_00001227
V	remanei_genome_00001229
V	remanei_genome_00001231
V	remanei_genome_00001237
V	remanei_genome_00001238
V	remanei_genome_00001239
V	remanei_genome_00001243
V	remanei_genome_00001246
V	remanei_genome_00001247
V	remanei_genome_00001250
V	remanei_genome_00001252
V	remanei_genome_00001253
V	remanei_genome_00001258
V	remanei_genome_00001244
V	remanei_genome_00001245
V	remanei_genome_00001248
V	remanei_genome_00001249
V	remanei_genome_00001251
V	remanei_genome_00001254
V	remanei_genome_00001255
V	remanei_genome_00001256
V	remanei_genome_00001257
V	remanei_genome_00001259
V	remanei_genome_00001262
V	remanei_genome_00001263
V	remanei_genome_00001266
V	remanei_genome_00001267
V	remanei_genome_00001268
V	remanei_genome_00001270
V	remanei_genome_00001271
V	remanei_genome_00001275
V	remanei_genome_00001277
V	remanei_genome_00001278
V	remanei_genome_00001280
V	remanei_genome_00001260
V	remanei_genome_00001261
V	remanei_genome_00001264
V	remanei_genome_00001265
V	remanei_genome_00001269
V	remanei_genome_00001272
V	remanei_genome_00001273
V	remanei_genome_00001274
V	remanei_genome_00001276
V	remanei_genome_00001281
V	remanei_genome_00001282
V	remanei_genome_00001283
V	remanei_genome_00001286
V	remanei_genome_00001287
V	remanei_genome_00001288
V	remanei_genome_00001291
V	remanei_genome_00001292
V	remanei_genome_00001294
V	remanei_genome_00001295
V	remanei_genome_00001298
V	remanei_genome_00001279
V	remanei_genome_00001284
V	remanei_genome_00001285
V	remanei_genome_00001289
V	remanei_genome_00001290
V	remanei_genome_00001293
V	remanei_genome_00001296
V	remanei_genome_00001297
V	remanei_genome_00001300
V	remanei_genome_00001299
V	remanei_genome_00001301
V	remanei_genome_00001302
V	remanei_genome_00001304
V	remanei_genome_00001309
V	remanei_genome_00001311
V	remanei_genome_00001315
V	remanei_genome_00001316
V	remanei_genome_00001303
V	remanei_genome_00001305
V	remanei_genome_00001306
V	remanei_genome_00001307
V	remanei_genome_00001308
V	remanei_genome_00001310
V	remanei_genome_00001312
V	remanei_genome_00001313
V	remanei_genome_00001314
V	remanei_genome_00001341
V	remanei_genome_00001342
V	remanei_genome_00001344
V	remanei_genome_00001345
V	remanei_genome_00001350
V	remanei_genome_00001352
V	remanei_genome_00001355
V	remanei_genome_00001357
V	remanei_genome_00001340
V	remanei_genome_00001343
V	remanei_genome_00001347
V	remanei_genome_00001348
V	remanei_genome_00001349
V	remanei_genome_00001351
V	remanei_genome_00001353
V	remanei_genome_00001354
V	remanei_genome_00001356
V	remanei_genome_00001358
V	remanei_genome_00001346
V	remanei_genome_00001318
V	remanei_genome_00001319
V	remanei_genome_00001322
V	remanei_genome_00001328
V	remanei_genome_00001329
V	remanei_genome_00001330
V	remanei_genome_00001331
V	remanei_genome_00001332
V	remanei_genome_00001334
V	remanei_genome_00001336
V	remanei_genome_00001338
V	remanei_genome_00001339
V	remanei_genome_00001317
V	remanei_genome_00001320
V	remanei_genome_00001323
V	remanei_genome_00001324
V	remanei_genome_00001325
V	remanei_genome_00001326
V	remanei_genome_00001327
V	remanei_genome_00001333
V	remanei_genome_00001335
V	remanei_genome_00001337
V	remanei_genome_00001321
V	remanei_genome_00001359
V	remanei_genome_00001360
V	remanei_genome_00001362
V	remanei_genome_00001364
V	remanei_genome_00001365
V	remanei_genome_00001366
V	remanei_genome_00001368
V	remanei_genome_00001370
V	remanei_genome_00001372
V	remanei_genome_00001374
V	remanei_genome_00001377
V	remanei_genome_00001380
V	remanei_genome_00001382
V	remanei_genome_00001384
V	remanei_genome_00001387
V	remanei_genome_00001361
V	remanei_genome_00001363
V	remanei_genome_00001367
V	remanei_genome_00001369
V	remanei_genome_00001371
V	remanei_genome_00001373
V	remanei_genome_00001375
V	remanei_genome_00001376
V	remanei_genome_00001378
V	remanei_genome_00001379
V	remanei_genome_00001381
V	remanei_genome_00001383
V	remanei_genome_00001385
V	remanei_genome_00001386
V	remanei_genome_00001388
V	remanei_genome_00001389
V	remanei_genome_00001391
V	remanei_genome_00001393
V	remanei_genome_00001395
V	remanei_genome_00001396
V	remanei_genome_00001398
V	remanei_genome_00001401
V	remanei_genome_00001402
V	remanei_genome_00001403
V	remanei_genome_00001406
V	remanei_genome_00001409
V	remanei_genome_00001390
V	remanei_genome_00001392
V	remanei_genome_00001394
V	remanei_genome_00001397
V	remanei_genome_00001399
V	remanei_genome_00001400
V	remanei_genome_00001404
V	remanei_genome_00001405
V	remanei_genome_00001411
V	remanei_genome_00001413
V	remanei_genome_00001415
V	remanei_genome_00001416
V	remanei_genome_00001418
V	remanei_genome_00001419
V	remanei_genome_00001421
V	remanei_genome_00001422
V	remanei_genome_00001425
V	remanei_genome_00001427
V	remanei_genome_00001429
V	remanei_genome_00001407
V	remanei_genome_00001408
V	remanei_genome_00001410
V	remanei_genome_00001412
V	remanei_genome_00001414
V	remanei_genome_00001417
V	remanei_genome_00001420
V	remanei_genome_00001423
V	remanei_genome_00001424
V	remanei_genome_00001428
V	remanei_genome_00001426
V	remanei_genome_00001430
V	remanei_genome_00001433
V	remanei_genome_00001434
V	remanei_genome_00001439
V	remanei_genome_00001442
V	remanei_genome_00001444
V	remanei_genome_00001431
V	remanei_genome_00001432
V	remanei_genome_00001435
V	remanei_genome_00001436
V	remanei_genome_00001437
V	remanei_genome_00001438
V	remanei_genome_00001440
V	remanei_genome_00001441
V	remanei_genome_00001443
V	remanei_genome_00001448
V	remanei_genome_00001450
V	remanei_genome_00001453
V	remanei_genome_00001455
V	remanei_genome_00001456
V	remanei_genome_00001458
V	remanei_genome_00001459
V	remanei_genome_00001460
V	remanei_genome_00001463
V	remanei_genome_00001464
V	remanei_genome_00001466
V	remanei_genome_00001469
V	remanei_genome_00001445
V	remanei_genome_00001446
V	remanei_genome_00001447
V	remanei_genome_00001449
V	remanei_genome_00001451
V	remanei_genome_00001452
V	remanei_genome_00001454
V	remanei_genome_00001457
V	remanei_genome_00001462
V	remanei_genome_00001465
V	remanei_genome_00001467
V	remanei_genome_00001468
V	remanei_genome_00001461
V	remanei_genome_00001470
V	remanei_genome_00001471
V	remanei_genome_00001474
V	remanei_genome_00001478
V	remanei_genome_00001479
V	remanei_genome_00001480
V	remanei_genome_00001482
V	remanei_genome_00001485
V	remanei_genome_00001486
V	remanei_genome_00001472
V	remanei_genome_00001473
V	remanei_genome_00001475
V	remanei_genome_00001476
V	remanei_genome_00001477
V	remanei_genome_00001481
V	remanei_genome_00001483
V	remanei_genome_00001484
V	remanei_genome_00001487
V	remanei_genome_00001488
V	remanei_genome_00001489
V	remanei_genome_00001490
V	remanei_genome_00001492
V	remanei_genome_00001494
V	remanei_genome_00001496
V	remanei_genome_00001498
V	remanei_genome_00001500
V	remanei_genome_00001502
V	remanei_genome_00001503
V	remanei_genome_00001505
V	remanei_genome_00001506
V	remanei_genome_00001508
V	remanei_genome_00001509
V	remanei_genome_00001510
V	remanei_genome_00001491
V	remanei_genome_00001493
V	remanei_genome_00001495
V	remanei_genome_00001497
V	remanei_genome_00001499
V	remanei_genome_00001501
V	remanei_genome_00001504
V	remanei_genome_00001507
V	remanei_genome_00001511
V	remanei_genome_00001512
V	remanei_genome_00001513
V	remanei_genome_00001514
V	remanei_genome_00001515
V	remanei_genome_00001518
V	remanei_genome_00001519
V	remanei_genome_00001525
V	remanei_genome_00001527
V	remanei_genome_00001528
V	remanei_genome_00001529
V	remanei_genome_00001530
V	remanei_genome_00001516
V	remanei_genome_00001517
V	remanei_genome_00001520
V	remanei_genome_00001521
V	remanei_genome_00001522
V	remanei_genome_00001523
V	remanei_genome_00001524
V	remanei_genome_00001526
V	remanei_genome_00001531
V	remanei_genome_00001532
V	remanei_genome_00001533
V	remanei_genome_00001534
V	remanei_genome_00001535
V	remanei_genome_00001536
V	remanei_genome_00001537
V	remanei_genome_00001538
V	remanei_genome_00001539
V	remanei_genome_00001541
V	remanei_genome_00001546
V	remanei_genome_00001547
V	remanei_genome_00001548
V	remanei_genome_00001550
V	remanei_genome_00001551
V	remanei_genome_00001552
V	remanei_genome_00001553
V	remanei_genome_00001540
V	remanei_genome_00001542
V	remanei_genome_00001543
V	remanei_genome_00001544
V	remanei_genome_00001545
V	remanei_genome_00001549
V	remanei_genome_00001554
V	remanei_genome_00001555
V	remanei_genome_00001556
V	remanei_genome_00001557
V	remanei_genome_00001560
V	remanei_genome_00001561
V	remanei_genome_00001563
V	remanei_genome_00001564
V	remanei_genome_00001565
V	remanei_genome_00001566
V	remanei_genome_00001567
V	remanei_genome_00001569
V	remanei_genome_00001570
V	remanei_genome_00001571
V	remanei_genome_00001558
V	remanei_genome_00001559
V	remanei_genome_00001562
V	remanei_genome_00001568
V	remanei_genome_00001572
V	remanei_genome_00001573
V	remanei_genome_00001574
V	remanei_genome_00001601
V	remanei_genome_00001602
V	remanei_genome_00001603
V	remanei_genome_00001604
V	remanei_genome_00001605
V	remanei_genome_00001607
V	remanei_genome_00001613
V	remanei_genome_00001617
V	remanei_genome_00001619
V	remanei_genome_00001621
V	remanei_genome_00001623
V	remanei_genome_00001624
V	remanei_genome_00001606
V	remanei_genome_00001608
V	remanei_genome_00001609
V	remanei_genome_00001610
V	remanei_genome_00001611
V	remanei_genome_00001612
V	remanei_genome_00001614
V	remanei_genome_00001615
V	remanei_genome_00001616
V	remanei_genome_00001618
V	remanei_genome_00001620
V	remanei_genome_00001622
V	remanei_genome_00001625
V	remanei_genome_00001575
V	remanei_genome_00001577
V	remanei_genome_00001578
V	remanei_genome_00001580
V	remanei_genome_00001581
V	remanei_genome_00001583
V	remanei_genome_00001585
V	remanei_genome_00001589
V	remanei_genome_00001593
V	remanei_genome_00001594
V	remanei_genome_00001596
V	remanei_genome_00001598
V	remanei_genome_00001600
V	remanei_genome_00001576
V	remanei_genome_00001579
V	remanei_genome_00001582
V	remanei_genome_00001586
V	remanei_genome_00001590
V	remanei_genome_00001591
V	remanei_genome_00001592
V	remanei_genome_00001595
V	remanei_genome_00001597
V	remanei_genome_00001599
V	remanei_genome_00001587
V	remanei_genome_00001588
V	remanei_genome_00001584
V	remanei_genome_00001626
V	remanei_genome_00001627
V	remanei_genome_00001628
V	remanei_genome_00001629
V	remanei_genome_00001630
V	remanei_genome_00001632
V	remanei_genome_00001638
V	remanei_genome_00001639
V	remanei_genome_00001643
V	remanei_genome_00001644
V	remanei_genome_00001646
V	remanei_genome_00001647
V	remanei_genome_00001649
V	remanei_genome_00001631
V	remanei_genome_00001633
V	remanei_genome_00001634
V	remanei_genome_00001635
V	remanei_genome_00001636
V	remanei_genome_00001637
V	remanei_genome_00001640
V	remanei_genome_00001641
V	remanei_genome_00001642
V	remanei_genome_00001645
V	remanei_genome_00001648
V	remanei_genome_00001650
V	remanei_genome_00001651
V	remanei_genome_00001652
V	remanei_genome_00001655
V	remanei_genome_00001657
V	remanei_genome_00001658
V	remanei_genome_00001660
V	remanei_genome_00001662
V	remanei_genome_00001664
V	remanei_genome_00001665
V	remanei_genome_00001653
V	remanei_genome_00001654
V	remanei_genome_00001656
V	remanei_genome_00001659
V	remanei_genome_00001661
V	remanei_genome_00001663
V	remanei_genome_00001666
V	remanei_genome_00001667
V	remanei_genome_00001669
V	remanei_genome_00001670
V	remanei_genome_00001671
V	remanei_genome_00001672
V	remanei_genome_00001676
V	remanei_genome_00001677
V	remanei_genome_00001678
V	remanei_genome_00001679
V	remanei_genome_00001681
V	remanei_genome_00001683
V	remanei_genome_00001684
V	remanei_genome_00001686
V	remanei_genome_00001687
V	remanei_genome_00001668
V	remanei_genome_00001673
V	remanei_genome_00001674
V	remanei_genome_00001675
V	remanei_genome_00001680
V	remanei_genome_00001682
V	remanei_genome_00001685
V	remanei_genome_00001688
V	remanei_genome_00001689
V	remanei_genome_00001690
V	remanei_genome_00001692
V	remanei_genome_00001695
V	remanei_genome_00001697
V	remanei_genome_00001702
V	remanei_genome_00001704
V	remanei_genome_00001707
V	remanei_genome_00001709
V	remanei_genome_00001710
V	remanei_genome_00001691
V	remanei_genome_00001693
V	remanei_genome_00001694
V	remanei_genome_00001696
V	remanei_genome_00001698
V	remanei_genome_00001699
V	remanei_genome_00001701
V	remanei_genome_00001703
V	remanei_genome_00001705
V	remanei_genome_00001706
V	remanei_genome_00001708
V	remanei_genome_00001711
V	remanei_genome_00001700
V	remanei_genome_00001712
V	remanei_genome_00001713
V	remanei_genome_00001714
V	remanei_genome_00001715
V	remanei_genome_00001716
V	remanei_genome_00001717
V	remanei_genome_00001723
V	remanei_genome_00001725
V	remanei_genome_00001726
V	remanei_genome_00001728
V	remanei_genome_00001729
V	remanei_genome_00001731
V	remanei_genome_00001735
V	remanei_genome_00001737
V	remanei_genome_00001718
V	remanei_genome_00001719
V	remanei_genome_00001720
V	remanei_genome_00001721
V	remanei_genome_00001722
V	remanei_genome_00001724
V	remanei_genome_00001727
V	remanei_genome_00001730
V	remanei_genome_00001732
V	remanei_genome_00001733
V	remanei_genome_00001734
V	remanei_genome_00001736
V	remanei_genome_00001758
V	remanei_genome_00001760
V	remanei_genome_00001761
V	remanei_genome_00001764
V	remanei_genome_00001765
V	remanei_genome_00001768
V	remanei_genome_00001772
V	remanei_genome_00001775
V	remanei_genome_00001779
V	remanei_genome_00001781
V	remanei_genome_00001759
V	remanei_genome_00001762
V	remanei_genome_00001763
V	remanei_genome_00001766
V	remanei_genome_00001767
V	remanei_genome_00001769
V	remanei_genome_00001770
V	remanei_genome_00001771
V	remanei_genome_00001773
V	remanei_genome_00001774
V	remanei_genome_00001776
V	remanei_genome_00001777
V	remanei_genome_00001778
V	remanei_genome_00001780
V	remanei_genome_00001782
V	remanei_genome_00001784
V	remanei_genome_00001785
V	remanei_genome_00001786
V	remanei_genome_00001787
V	remanei_genome_00001788
V	remanei_genome_00001789
V	remanei_genome_00001791
V	remanei_genome_00001792
V	remanei_genome_00001794
V	remanei_genome_00001796
V	remanei_genome_00001798
V	remanei_genome_00001800
V	remanei_genome_00001801
V	remanei_genome_00001802
V	remanei_genome_00001804
V	remanei_genome_00001805
V	remanei_genome_00001807
V	remanei_genome_00001783
V	remanei_genome_00001790
V	remanei_genome_00001793
V	remanei_genome_00001795
V	remanei_genome_00001797
V	remanei_genome_00001799
V	remanei_genome_00001803
V	remanei_genome_00001806
V	remanei_genome_00001808
V	remanei_genome_00001809
V	remanei_genome_00001738
V	remanei_genome_00001739
V	remanei_genome_00001740
V	remanei_genome_00001741
V	remanei_genome_00001743
V	remanei_genome_00001744
V	remanei_genome_00001745
V	remanei_genome_00001746
V	remanei_genome_00001748
V	remanei_genome_00001749
V	remanei_genome_00001752
V	remanei_genome_00001755
V	remanei_genome_00001742
V	remanei_genome_00001747
V	remanei_genome_00001750
V	remanei_genome_00001751
V	remanei_genome_00001753
V	remanei_genome_00001754
V	remanei_genome_00001756
V	remanei_genome_00001757
V	remanei_genome_00001859
V	remanei_genome_00001860
V	remanei_genome_00001862
V	remanei_genome_00001864
V	remanei_genome_00001866
V	remanei_genome_00001868
V	remanei_genome_00001870
V	remanei_genome_00001861
V	remanei_genome_00001863
V	remanei_genome_00001865
V	remanei_genome_00001867
V	remanei_genome_00001869
V	remanei_genome_00001871
V	remanei_genome_00001873
V	remanei_genome_00001813
V	remanei_genome_00001816
V	remanei_genome_00001817
V	remanei_genome_00001818
V	remanei_genome_00001820
V	remanei_genome_00001823
V	remanei_genome_00001825
V	remanei_genome_00001810
V	remanei_genome_00001811
V	remanei_genome_00001812
V	remanei_genome_00001814
V	remanei_genome_00001815
V	remanei_genome_00001819
V	remanei_genome_00001821
V	remanei_genome_00001822
V	remanei_genome_00001824
V	remanei_genome_00001826
V	remanei_genome_00001827
V	remanei_genome_00001830
V	remanei_genome_00001833
V	remanei_genome_00001828
V	remanei_genome_00001829
V	remanei_genome_00001831
V	remanei_genome_00001832
V	remanei_genome_00001834
V	remanei_genome_00001836
V	remanei_genome_00001837
V	remanei_genome_00001838
V	remanei_genome_00001840
V	remanei_genome_00001842
V	remanei_genome_00001845
V	remanei_genome_00001847
V	remanei_genome_00001848
V	remanei_genome_00001849
V	remanei_genome_00001851
V	remanei_genome_00001857
V	remanei_genome_00001835
V	remanei_genome_00001839
V	remanei_genome_00001841
V	remanei_genome_00001843
V	remanei_genome_00001844
V	remanei_genome_00001846
V	remanei_genome_00001850
V	remanei_genome_00001852
V	remanei_genome_00001853
V	remanei_genome_00001854
V	remanei_genome_00001855
V	remanei_genome_00001856
V	remanei_genome_00001858
V	remanei_genome_00001922
V	remanei_genome_00001924
V	remanei_genome_00001925
V	remanei_genome_00001926
V	remanei_genome_00001928
V	remanei_genome_00001932
V	remanei_genome_00001933
V	remanei_genome_00001921
V	remanei_genome_00001923
V	remanei_genome_00001927
V	remanei_genome_00001929
V	remanei_genome_00001930
V	remanei_genome_00001931
V	remanei_genome_00001934
V	remanei_genome_00001935
V	remanei_genome_00001872
V	remanei_genome_00001874
V	remanei_genome_00001875
V	remanei_genome_00001876
V	remanei_genome_00001877
V	remanei_genome_00001882
V	remanei_genome_00001883
V	remanei_genome_00001885
V	remanei_genome_00001878
V	remanei_genome_00001879
V	remanei_genome_00001880
V	remanei_genome_00001881
V	remanei_genome_00001884
V	remanei_genome_00001886
V	remanei_genome_00001887
V	remanei_genome_00001889
V	remanei_genome_00001893
V	remanei_genome_00001895
V	remanei_genome_00001896
V	remanei_genome_00001899
V	remanei_genome_00001902
V	remanei_genome_00001903
V	remanei_genome_00001904
V	remanei_genome_00001906
V	remanei_genome_00001907
V	remanei_genome_00001909
V	remanei_genome_00001912
V	remanei_genome_00001916
V	remanei_genome_00001917
V	remanei_genome_00001918
V	remanei_genome_00001888
V	remanei_genome_00001890
V	remanei_genome_00001891
V	remanei_genome_00001892
V	remanei_genome_00001894
V	remanei_genome_00001897
V	remanei_genome_00001898
V	remanei_genome_00001900
V	remanei_genome_00001901
V	remanei_genome_00001905
V	remanei_genome_00001908
V	remanei_genome_00001910
V	remanei_genome_00001911
V	remanei_genome_00001913
V	remanei_genome_00001914
V	remanei_genome_00001915
V	remanei_genome_00001919
V	remanei_genome_00001920
V	remanei_genome_00001936
V	remanei_genome_00001937
V	remanei_genome_00001938
V	remanei_genome_00001940
V	remanei_genome_00001941
V	remanei_genome_00001942
V	remanei_genome_00001943
V	remanei_genome_00001944
V	remanei_genome_00001946
V	remanei_genome_00001947
V	remanei_genome_00001950
V	remanei_genome_00001939
V	remanei_genome_00001945
V	remanei_genome_00001949
V	remanei_genome_00001951
V	remanei_genome_00001952
V	remanei_genome_00001953
V	remanei_genome_00001955
V	remanei_genome_00001956
V	remanei_genome_00001948
V	remanei_genome_00001954
V	remanei_genome_00001957
V	remanei_genome_00001959
V	remanei_genome_00001961
V	remanei_genome_00001963
V	remanei_genome_00001965
V	remanei_genome_00001967
V	remanei_genome_00001968
V	remanei_genome_00001969
V	remanei_genome_00001971
V	remanei_genome_00001973
V	remanei_genome_00001976
V	remanei_genome_00001977
V	remanei_genome_00001978
V	remanei_genome_00001958
V	remanei_genome_00001960
V	remanei_genome_00001962
V	remanei_genome_00001964
V	remanei_genome_00001966
V	remanei_genome_00001970
V	remanei_genome_00001972
V	remanei_genome_00001974
V	remanei_genome_00001975
V	remanei_genome_00001980
V	remanei_genome_00001982
V	remanei_genome_00001984
V	remanei_genome_00001987
V	remanei_genome_00001988
V	remanei_genome_00001990
V	remanei_genome_00001991
V	remanei_genome_00001992
V	remanei_genome_00001996
V	remanei_genome_00001997
V	remanei_genome_00001999
V	remanei_genome_00001979
V	remanei_genome_00001981
V	remanei_genome_00001983
V	remanei_genome_00001985
V	remanei_genome_00001986
V	remanei_genome_00001989
V	remanei_genome_00001993
V	remanei_genome_00001994
V	remanei_genome_00001995
V	remanei_genome_00001998
V	remanei_genome_00002000
V	remanei_genome_00002025
V	remanei_genome_00002027
V	remanei_genome_00002029
V	remanei_genome_00002031
V	remanei_genome_00002033
V	remanei_genome_00002034
V	remanei_genome_00002037
V	remanei_genome_00002038
V	remanei_genome_00002040
V	remanei_genome_00002024
V	remanei_genome_00002026
V	remanei_genome_00002028
V	remanei_genome_00002030
V	remanei_genome_00002032
V	remanei_genome_00002035
V	remanei_genome_00002036
V	remanei_genome_00002039
V	remanei_genome_00002041
V	remanei_genome_00002001
V	remanei_genome_00002003
V	remanei_genome_00002005
V	remanei_genome_00002010
V	remanei_genome_00002011
V	remanei_genome_00002014
V	remanei_genome_00002015
V	remanei_genome_00002016
V	remanei_genome_00002017
V	remanei_genome_00002020
V	remanei_genome_00002021
V	remanei_genome_00002022
V	remanei_genome_00002002
V	remanei_genome_00002004
V	remanei_genome_00002006
V	remanei_genome_00002007
V	remanei_genome_00002008
V	remanei_genome_00002009
V	remanei_genome_00002012
V	remanei_genome_00002013
V	remanei_genome_00002018
V	remanei_genome_00002019
V	remanei_genome_00002023
V	remanei_genome_00002042
V	remanei_genome_00002043
V	remanei_genome_00002044
V	remanei_genome_00002048
V	remanei_genome_00002049
V	remanei_genome_00002053
V	remanei_genome_00002054
V	remanei_genome_00002056
V	remanei_genome_00002059
V	remanei_genome_00002045
V	remanei_genome_00002046
V	remanei_genome_00002047
V	remanei_genome_00002050
V	remanei_genome_00002051
V	remanei_genome_00002052
V	remanei_genome_00002055
V	remanei_genome_00002057
V	remanei_genome_00002058
V	remanei_genome_00002061
V	remanei_genome_00002062
V	remanei_genome_00002063
V	remanei_genome_00002064
V	remanei_genome_00002068
V	remanei_genome_00002070
V	remanei_genome_00002072
V	remanei_genome_00002073
V	remanei_genome_00002075
V	remanei_genome_00002076
V	remanei_genome_00002077
V	remanei_genome_00002078
V	remanei_genome_00002079
V	remanei_genome_00002060
V	remanei_genome_00002065
V	remanei_genome_00002066
V	remanei_genome_00002069
V	remanei_genome_00002071
V	remanei_genome_00002074
V	remanei_genome_00002080
V	remanei_genome_00002067
V	remanei_genome_00002082
V	remanei_genome_00002083
V	remanei_genome_00002085
V	remanei_genome_00002087
V	remanei_genome_00002088
V	remanei_genome_00002092
V	remanei_genome_00002094
V	remanei_genome_00002096
V	remanei_genome_00002099
V	remanei_genome_00002081
V	remanei_genome_00002084
V	remanei_genome_00002086
V	remanei_genome_00002089
V	remanei_genome_00002090
V	remanei_genome_00002091
V	remanei_genome_00002093
V	remanei_genome_00002095
V	remanei_genome_00002146
V	remanei_genome_00002147
V	remanei_genome_00002148
V	remanei_genome_00002152
V	remanei_genome_00002155
V	remanei_genome_00002156
V	remanei_genome_00002160
V	remanei_genome_00002161
V	remanei_genome_00002149
V	remanei_genome_00002150
V	remanei_genome_00002151
V	remanei_genome_00002153
V	remanei_genome_00002154
V	remanei_genome_00002157
V	remanei_genome_00002159
V	remanei_genome_00002162
V	remanei_genome_00002163
V	remanei_genome_00002158
V	remanei_genome_00002164
V	remanei_genome_00002165
V	remanei_genome_00002166
V	remanei_genome_00002170
V	remanei_genome_00002171
V	remanei_genome_00002172
V	remanei_genome_00002173
V	remanei_genome_00002177
V	remanei_genome_00002167
V	remanei_genome_00002168
V	remanei_genome_00002169
V	remanei_genome_00002174
V	remanei_genome_00002175
V	remanei_genome_00002176
V	remanei_genome_00002178
V	remanei_genome_00002107
V	remanei_genome_00002108
V	remanei_genome_00002110
V	remanei_genome_00002111
V	remanei_genome_00002113
V	remanei_genome_00002115
V	remanei_genome_00002116
V	remanei_genome_00002118
V	remanei_genome_00002120
V	remanei_genome_00002121
V	remanei_genome_00002122
V	remanei_genome_00002123
V	remanei_genome_00002125
V	remanei_genome_00002126
V	remanei_genome_00002097
V	remanei_genome_00002098
V	remanei_genome_00002100
V	remanei_genome_00002101
V	remanei_genome_00002102
V	remanei_genome_00002103
V	remanei_genome_00002104
V	remanei_genome_00002105
V	remanei_genome_00002106
V	remanei_genome_00002109
V	remanei_genome_00002112
V	remanei_genome_00002114
V	remanei_genome_00002117
V	remanei_genome_00002119
V	remanei_genome_00002124
V	remanei_genome_00002127
V	remanei_genome_00002128
V	remanei_genome_00002129
V	remanei_genome_00002131
V	remanei_genome_00002132
V	remanei_genome_00002136
V	remanei_genome_00002141
V	remanei_genome_00002144
V	remanei_genome_00002130
V	remanei_genome_00002133
V	remanei_genome_00002134
V	remanei_genome_00002135
V	remanei_genome_00002137
V	remanei_genome_00002138
